Id,SalePrice
1585,140815.69
1586,71217.516
1587,93614.78
1588,161604.53
1589,94546.24
1590,135173.2
1591,100715.84
1592,122935.055
1593,121271.35
1594,129223.6
1595,104703.38
1596,246544.4
1597,158125.19
1598,202663.89
1599,200270.06
1600,193367.55
1601,72097.2
1602,105058.266
1603,90933.01
1604,274594.7
1605,244213.9
1606,167799.2
1607,158959.5
1608,212399.53
1609,202310.23
1610,163791.86
1611,141472.55
1612,147983.62
1613,153996.34
1614,119913.79
1615,88404.516
1616,74909.99
1617,90500.36
1618,128464.35
1619,134778.31
1620,150176.19
1621,136785.47
1622,145074.28
1623,300127.66
1624,231510.22
1625,127515.21
1626,166320.39
1627,182758.06
1628,264490.7
1629,176627.11
1630,370418.75
1631,217574.94
1632,253984.25
1633,172427.7
1634,186475.88
1635,181613.16
1636,160653.48
1637,171829.38
1638,209324.44
1639,182365.44
1640,252607.39
1641,176179.06
1642,229934.98
1643,216929.02
1644,234268.94
1645,187543.88
1646,161690.84
1647,155379.14
1648,131419.12
1649,143084.23
1650,110343.16
1651,121831.72
1652,93316.32
1653,97703.79
1654,154308.11
1655,150841.77
1656,148806.55
1657,155389.42
1658,148860.55
1659,143750.55
1660,155130.88
1661,476940.03
1662,404018.47
1663,366718.8
1664,451705.22
1665,314830.34
1666,317031.4
1667,368436.8
1668,334445.9
1669,295777.06
1670,335324.66
1671,259705.92
1672,513352.12
1673,292135.22
1674,250648.92
1675,190807.4
1676,194105.84
1677,227285.56
1678,463971.53
1679,375174.88
1680,330346.28
1681,254517.3
1682,288913.97
1683,178736.45
1684,167056.7
1685,175302.72
1686,164041.0
1687,169417.72
1688,181515.22
1689,186313.42
1690,187539.8
1691,179269.02
1692,280563.62
1693,166585.3
1694,187741.55
1695,167480.89
1696,286464.0
1697,179104.34
1698,375205.22
1699,345703.2
1700,263725.28
1701,257685.17
1702,240906.12
1703,245044.27
1704,291972.4
1705,243260.14
1706,460636.62
1707,228946.81
1708,225378.4
1709,279825.22
1710,226828.28
1711,264313.94
1712,231826.97
1713,257228.48
1714,224269.58
1715,211051.27
1716,181310.16
1717,162344.45
1718,139110.86
1719,206704.77
1720,262348.8
1721,160975.61
1722,129646.02
1723,154395.53
1724,209536.92
1725,223883.27
1726,191939.72
1727,160366.25
1728,176979.44
1729,168428.94
1730,167133.1
1731,121221.44
1732,136454.25
1733,121843.42
1734,118220.94
1735,131407.3
1736,119251.555
1737,347074.25
1738,219500.12
1739,251458.83
1740,207768.58
1741,188336.66
1742,178585.12
1743,172152.03
1744,291176.84
1745,244160.69
1746,243166.12
1747,216360.2
1748,220070.47
1749,155577.31
1750,136093.39
1751,232800.45
1752,117628.9
1753,134654.28
1754,208100.28
1755,170440.25
1756,131520.48
1757,122477.36
1758,149383.28
1759,171525.6
1760,157360.92
1761,131787.86
1762,166644.6
1763,170389.58
1764,115634.46
1765,159262.62
1766,164225.62
1767,207197.73
1768,144752.73
1769,156547.72
1770,143488.36
1771,131473.72
1772,143208.72
1773,139218.38
1774,125868.1
1775,143000.17
1776,125565.76
1777,114663.07
1778,136289.06
1779,117558.9
1780,186938.97
1781,131663.42
1782,94302.12
1783,133651.3
1784,101246.05
1785,115822.94
1786,138625.89
1787,173195.81
1788,57340.82
1789,97196.445
1790,89312.72
1791,170723.34
1792,159818.95
1793,137788.81
1794,149986.11
1795,135670.14
1796,122955.0
1797,115657.305
1798,129694.95
1799,118131.875
1800,122864.57
1801,131411.34
1802,148126.8
1803,141417.28
1804,144904.27
1805,132053.92
1806,116364.016
1807,134479.8
1808,107608.6
1809,126486.27
1810,142523.61
1811,108257.73
1812,102846.56
1813,123704.984
1814,95557.21
1815,48878.035
1816,95519.07
1817,121180.18
1818,142569.03
1819,105179.91
1820,58706.457
1821,111611.33
1822,159991.25
1823,37027.703
1824,136009.38
1825,132946.45
1826,97647.055
1827,106306.15
1828,138304.73
1829,110118.96
1830,147799.69
1831,146788.64
1832,85816.33
1833,148579.27
1834,119204.47
1835,136339.86
1836,135436.03
1837,88218.95
1838,125732.75
1839,83075.4
1840,179013.83
1841,163355.7
1842,73246.08
1843,131175.42
1844,137204.86
1845,136513.84
1846,152102.23
1847,146727.0
1848,50257.27
1849,111981.98
1850,120738.516
1851,154831.53
1852,125034.836
1853,125744.47
1854,168044.4
1855,153796.61
1856,222278.42
1857,154401.88
1858,133470.92
1859,119705.59
1860,149925.02
1861,119894.984
1862,257107.42
1863,245450.02
1864,245450.02
1865,328111.38
1866,332516.9
1867,247950.66
1868,310190.5
1869,205511.38
1870,241364.94
1871,255911.23
1872,163536.53
1873,239655.55
1874,138985.03
1875,188489.55
1876,192749.03
1877,208363.72
1878,206625.55
1879,139313.88
1880,135773.06
1881,235240.83
1882,242151.75
1883,203046.1
1884,208606.05
1885,261593.14
1886,314126.5
1887,200381.17
1888,264088.22
1889,154018.47
1890,135384.11
1891,141500.97
1892,104981.22
1893,128500.07
1894,122705.21
1895,138644.58
1896,125251.87
1897,113875.875
1898,110998.33
1899,155519.38
1900,154291.31
1901,179555.94
1902,135543.36
1903,201353.72
1904,150215.55
1905,195084.7
1906,159280.0
1907,217670.44
1908,124444.56
1909,134124.14
1910,125051.164
1911,208035.98
1912,281745.25
1913,138670.58
1914,71132.72
1915,345050.2
1916,71032.08
1917,256987.47
1918,141201.11
1919,161276.61
1920,137474.94
1921,431316.78
1922,313585.7
1923,223231.94
1924,245872.7
1925,211992.78
1926,367191.8
1927,136266.05
1928,159339.94
1929,124599.02
1930,126967.32
1931,143756.84
1932,135014.72
1933,182871.5
1934,182006.98
1935,173705.0
1936,188481.4
1937,184270.7
1938,175746.61
1939,263210.8
1940,196126.2
1941,175070.81
1942,199380.73
1943,199872.61
1944,339135.8
1945,397336.3
1946,177549.83
1947,323595.16
1948,174461.39
1949,259685.7
1950,182010.88
1951,260964.27
1952,252875.88
1953,173440.3
1954,184450.12
1955,130543.19
1956,276421.53
1957,164022.88
1958,308026.8
1959,131580.08
1960,116468.25
1961,117834.59
1962,96706.83
1963,106383.86
1964,114269.555
1965,153384.69
1966,147526.66
1967,332306.78
1968,420021.94
1969,388415.62
1970,451881.2
1971,490673.53
1972,351548.0
1973,265860.97
1974,308877.94
1975,470371.53
1976,274286.44
1977,367514.75
1978,380157.62
1979,329726.62
1980,197682.62
1981,345728.75
1982,246715.4
1983,229835.62
1984,165823.14
1985,213622.11
1986,213476.77
1987,190519.5
1988,177430.0
1989,189669.88
1990,219879.77
1991,257847.75
1992,226274.0
1993,164041.7
1994,229886.31
1995,176113.22
1996,227043.44
1997,316467.2
1998,312626.62
1999,263584.8
2000,310293.1
2001,261592.31
2002,235180.08
2003,240569.08
2004,263359.5
2005,237452.45
2006,239750.36
2007,243228.6
2008,209643.1
2009,195257.89
2010,188876.86
2011,147301.72
2012,178720.52
2013,183911.31
2014,186293.48
2015,198621.84
2016,194759.61
2017,206059.25
2018,122181.08
2019,134290.53
2020,114787.05
2021,113718.29
2022,182096.22
2023,138260.86
2024,229577.62
2025,403745.5
2026,178331.55
2027,153294.45
2028,146288.34
2029,182490.95
2030,267706.03
2031,259678.38
2032,273052.25
2033,252677.56
2034,160889.19
2035,217480.5
2036,184197.5
2037,194494.03
2038,339073.0
2039,224012.86
2040,384362.3
2041,279166.2
2042,203701.16
2043,170499.84
2044,175592.28
2045,223684.38
2046,134097.31
2047,154073.06
2048,140957.39
2049,129866.664
2050,174017.25
2051,106835.68
2052,135836.53
2053,148035.92
2054,86664.01
2055,161626.33
2056,133345.88
2057,120906.414
2058,246174.33
2059,124413.914
2060,172679.5
2061,176389.0
2062,137516.39
2063,115504.516
2064,138858.28
2065,125298.02
2066,180596.0
2067,105600.77
2068,125745.875
2069,90488.055
2070,107408.68
2071,85262.984
2072,128373.3
2073,137940.38
2074,186113.97
2075,147660.86
2076,127182.695
2077,155069.19
2078,128481.28
2079,124889.2
2080,115661.72
2081,126988.65
2082,139569.12
2083,137450.31
2084,114304.8
2085,131301.38
2086,123669.89
2087,121870.14
2088,103158.42
2089,78877.2
2090,131889.05
2091,133223.08
2092,134360.6
2093,126340.586
2094,131757.02
2095,147279.17
2096,84527.94
2097,100620.945
2098,150400.38
2099,53865.414
2100,100213.32
2101,127609.375
2102,122436.8
2103,104649.05
2104,120619.36
2105,138955.19
2106,70534.67
2107,220276.1
2108,117114.79
2109,117199.3
2110,130322.516
2111,146490.7
2112,140309.3
2113,126934.59
2114,102042.53
2115,158835.6
2116,123178.11
2117,156056.27
2118,122721.53
2119,108458.89
2120,105978.58
2121,117439.32
2122,106125.78
2123,92063.055
2124,166732.22
2125,122304.54
2126,165797.47
2127,158464.86
2128,124361.52
2129,106637.39
2130,146691.0
2131,158346.8
2132,117786.555
2133,113194.42
2134,122499.11
2135,102058.74
2136,91421.79
2137,106536.47
2138,134177.3
2139,153144.56
2140,145639.03
2141,144776.3
2142,133011.17
2143,136956.6
2144,107298.586
2145,134364.62
2146,163269.5
2147,135404.47
2148,125803.31
2149,146800.31
2150,225845.0
2151,130408.734
2152,191571.44
2153,167150.64
2154,113469.086
2155,142621.42
2156,228648.06
2157,242980.95
2158,239928.06
2159,213027.8
2160,171057.39
2161,248364.78
2162,441879.3
2163,340626.28
2164,260080.61
2165,193689.11
2166,147531.62
2167,207394.1
2168,215851.67
2169,198835.61
2170,225478.84
2171,140318.1
2172,131350.19
2173,153387.92
2174,231056.86
2175,296238.34
2176,327016.6
2177,246413.3
2178,214544.14
2179,144558.4
2180,198748.27
2181,188099.0
2182,223293.75
2183,198103.39
2184,126755.945
2185,97673.54
2186,143827.95
2187,147857.31
2188,157587.56
2189,205116.39
2190,77749.78
2191,80648.3
2192,91216.19
2193,89309.016
2194,103342.484
2195,108554.2
2196,101666.58
2197,115893.54
2198,151917.14
2199,180084.33
2200,138516.22
2201,142483.88
2202,215340.7
2203,169357.62
2204,195392.39
2205,117522.47
2206,144302.25
2207,219643.86
2208,245121.06
2209,212876.22
2210,136172.6
2211,119683.586
2212,116999.445
2213,115480.71
2214,134631.8
2215,105781.32
2216,143206.48
2217,78486.25
2218,81102.8
2219,67496.61
2220,68983.52
2221,347957.28
2222,257987.84
2223,272467.2
2224,209702.1
2225,118699.33
2226,175830.36
2227,203510.19
2228,280441.4
2229,241540.38
2230,166005.58
2231,212637.92
2232,173995.5
2233,178191.14
2234,278185.6
2235,207537.97
2236,296272.4
2237,363100.47
2238,204345.73
2239,107671.53
2240,159790.88
2241,159938.0
2242,125781.36
2243,116029.086
2244,102194.18
2245,98328.3
2246,154660.6
2247,107012.92
2248,129188.484
2249,126725.81
2250,134551.17
2251,125639.18
2252,179001.7
2253,157346.92
2254,177548.14
2255,187373.27
2256,185619.97
2257,189052.02
2258,169900.89
2259,175607.38
2260,156201.97
2261,179965.28
2262,204182.38
2263,337190.1
2264,438490.6
2265,178566.81
2266,306332.5
2267,397445.34
2268,396477.5
2269,150515.33
2270,182265.67
2271,249686.81
2272,191615.77
2273,163983.14
2274,177273.66
2275,167781.48
2276,182613.94
2277,185340.3
2278,157650.69
2279,124463.99
2280,121454.79
2281,179850.6
2282,182300.55
2283,98110.2
2284,107502.164
2285,148213.14
2286,119509.766
2287,352740.6
2288,262360.88
2289,362438.28
2290,457029.9
2291,341224.38
2292,432112.03
2293,496034.38
2294,382878.8
2295,458810.7
2296,313129.56
2297,323577.34
2298,335504.56
2299,403652.66
2300,334570.47
2301,287358.78
2302,239050.62
2303,240295.03
2304,238782.55
2305,177719.28
2306,176527.64
2307,187670.33
2308,212205.86
2309,290346.6
2310,227875.08
2311,185255.03
2312,185204.84
2313,174546.72
2314,165785.25
2315,170908.67
2316,189109.08
2317,185727.86
2318,177840.17
2319,177852.55
2320,191046.47
2321,251858.84
2322,163987.25
2323,180685.03
2324,164255.47
2325,205908.33
2326,163892.97
2327,216802.34
2328,235985.02
2329,185087.62
2330,175770.23
2331,357308.44
2332,400691.28
2333,307814.6
2334,264162.25
2335,260287.4
2336,316408.56
2337,214658.94
2338,306294.25
2339,211093.44
2340,377122.1
2341,208469.34
2342,246941.73
2343,222103.19
2344,233483.19
2345,232646.22
2346,229515.1
2347,209772.62
2348,250565.58
2349,159190.14
2350,302341.8
2351,250084.8
2352,239362.58
2353,234653.2
2354,134091.27
2355,155852.5
2356,152673.42
2357,195343.19
2358,198615.28
2359,124733.59
2360,119759.63
2361,133685.66
2362,266596.34
2363,141716.72
2364,156094.19
2365,238873.61
2366,181406.34
2367,214056.9
2368,204823.02
2369,209010.38
2370,181042.19
2371,174566.64
2372,178539.8
2373,274686.4
2374,304655.1
2375,258633.8
2376,285157.25
2377,345662.2
2378,140757.38
2379,185224.92
2380,142276.53
2381,158378.75
2382,194113.27
2383,207586.27
2384,264154.84
2385,160495.08
2386,134278.75
2387,139058.78
2388,96912.64
2389,130793.98
2390,143661.78
2391,137621.14
2392,119712.34
2393,167386.64
2394,142527.66
2395,209451.89
2396,147406.6
2397,211120.67
2398,132403.19
2399,52180.418
2400,53387.82
2401,111832.27
2402,141349.22
2403,133913.19
2404,140869.52
2405,166832.55
2406,139032.53
2407,123462.16
2408,141966.75
2409,132131.95
2410,177554.75
2411,121344.23
2412,149127.81
2413,136143.36
2414,136412.58
2415,124220.24
2416,127739.71
2417,129298.92
2418,123846.5
2419,120820.08
2420,129337.39
2421,148938.53
2422,120260.375
2423,132257.61
2424,160907.11
2425,180992.52
2426,124535.73
2427,138150.94
2428,173819.78
2429,114664.66
2430,130360.59
2431,109856.586
2432,142160.28
2433,145763.81
2434,136498.53
2435,145133.42
2436,111332.67
2437,110180.1
2438,122731.47
2439,106714.65
2440,114084.97
2441,95994.766
2442,99364.484
2443,123487.68
2444,132357.2
2445,81576.555
2446,131369.3
2447,204965.34
2448,135685.45
2449,111701.81
2450,145742.34
2451,129955.34
2452,191421.3
2453,93814.875
2454,126665.586
2455,109546.945
2456,141390.8
2457,129548.1
2458,117102.9
2459,108864.55
2460,138513.0
2461,123382.984
2462,144166.31
2463,125200.73
2464,174082.33
2465,128800.69
2466,113355.66
2467,161757.19
2468,76677.82
2469,74661.76
2470,157490.36
2471,199677.9
2472,177860.2
2473,117039.01
2474,98868.66
2475,233372.5
2476,108038.06
2477,125990.945
2478,158221.55
2479,101582.33
2480,156496.7
2481,123475.734
2482,135930.0
2483,113530.57
2484,123885.93
2485,127959.34
2486,148259.69
2487,171399.22
2488,159617.81
2489,150983.31
2490,152175.94
2491,78565.38
2492,183771.77
2493,137179.67
2494,166005.64
2495,88611.62
2496,236497.56
2497,151241.52
2498,110803.33
2499,99850.125
2500,128518.02
2501,131805.73
2502,150254.16
2503,101426.68
2504,187759.44
2505,228656.97
2506,255743.28
2507,341731.28
2508,255026.31
2509,218147.17
2510,227110.95
2511,179955.7
2512,220402.17
2513,216375.3
2514,230818.12
2515,153038.62
2516,159188.64
2517,143267.06
2518,145170.11
2519,222360.28
2520,214404.3
2521,184722.56
2522,225930.0
2523,121707.36
2524,135458.84
2525,148073.14
2526,137109.4
2527,109125.88
2528,123463.195
2529,134850.36
2530,123446.12
2531,228855.45
2532,221114.17
2533,204248.8
2534,243364.27
2535,337562.38
2536,226127.89
2537,225695.05
2538,182545.12
2539,189333.22
2540,176852.6
2541,179291.67
2542,154610.83
2543,124510.266
2544,127078.71
2545,135916.7
2546,137530.7
2547,137702.61
2548,142206.34
2549,162405.83
2550,314622.1
2551,140606.66
2552,121684.22
2553,76857.555
2554,116013.164
2555,121425.57
2556,97274.4
2557,114822.37
2558,160571.72
2559,131105.47
2560,138813.12
2561,147599.78
2562,132823.77
2563,159574.42
2564,180797.81
2565,137944.39
2566,155630.67
2567,132701.84
2568,212168.98
2569,206075.73
2570,129214.36
2571,178092.0
2572,178705.7
2573,250319.95
2574,308898.38
2575,130780.06
2576,128797.6
2577,167259.53
2578,88061.8
2579,74003.64
2580,127694.95
2581,128333.88
2582,115917.35
2583,283535.7
2584,162669.4
2585,177757.95
2586,200505.06
2587,195367.14
2588,160833.48
2589,150874.88
2590,222082.27
2591,219241.73
2592,217463.9
2593,274503.4
2594,181597.66
2595,190777.38
2596,348616.62
2597,179170.97
2598,278603.4
2599,342298.3
2600,161858.03
2601,141069.25
2602,78149.12
2603,91248.0
2604,86828.21
2605,68802.1
2606,147876.27
2607,180970.08
2608,210304.55
2609,171398.86
2610,118489.914
2611,140442.14
2612,154962.58
2613,132280.02
2614,131681.2
2615,152501.78
2616,143058.17
2617,172842.27
2618,192397.58
2619,216110.17
2620,187040.52
2621,179339.94
2622,178240.38
2623,216416.12
2624,270838.88
2625,318019.9
2626,172296.42
2627,168432.84
2628,439319.53
2629,581140.9
2630,352663.6
2631,449073.6
2632,434258.28
2633,319512.7
2634,384329.25
2635,159050.33
2636,180961.5
2637,169769.25
2638,257184.56
2639,184968.69
2640,157592.55
2641,97855.74
2642,197450.16
2643,102599.37
2644,127622.58
2645,100484.39
2646,91677.95
2647,102242.55
2648,143128.66
2649,147551.55
2650,149043.58
2651,146603.39
2652,431281.6
2653,242421.34
2654,246983.98
2655,350899.28
2656,314707.72
2657,340043.8
2658,296043.7
2659,302325.94
2660,328540.3
2661,332024.75
2662,286429.94
2663,273861.6
2664,283621.5
2665,317696.78
2666,299319.88
2667,165419.84
2668,177893.86
2669,175311.86
2670,288707.25
2671,176611.34
2672,181677.78
2673,216418.38
2674,214594.19
2675,169088.12
2676,183410.5
2677,192035.98
2678,257451.95
2679,273822.47
2680,275359.53
2681,406768.75
2682,337931.78
2683,502713.9
2684,307212.97
2685,361757.0
2686,259898.62
2687,357029.6
2688,220672.62
2689,216863.3
2690,497713.4
2691,189730.83
2692,132452.3
2693,190204.42
2694,129614.555
2695,182477.44
2696,179398.58
2697,192082.61
2698,187571.42
2699,180629.5
2700,158518.4
2701,141769.67
2702,111062.586
2703,129431.41
2704,142065.98
2705,120925.75
2706,124033.79
2707,127540.83
2708,139167.55
2709,119304.81
2710,126824.5
2711,312923.75
2712,359542.1
2713,179297.28
2714,147505.98
2715,172200.36
2716,156420.92
2717,186530.11
2718,230857.44
2719,156629.73
2720,159414.42
2721,141939.42
2722,153747.84
2723,146262.81
2724,129149.375
2725,134848.84
2726,145458.38
2727,184496.0
2728,175873.34
2729,147339.28
2730,145286.83
2731,131337.77
2732,124507.11
2733,163616.84
2734,129628.625
2735,134372.58
2736,146597.8
2737,124123.89
2738,127819.055
2739,159041.77
2740,143036.44
2741,143017.27
2742,157661.44
2743,146938.48
2744,152120.9
2745,138437.48
2746,139937.19
2747,161275.34
2748,128588.76
2749,127951.45
2750,134839.27
2751,136551.7
2752,196487.14
2753,159236.66
2754,209427.08
2755,125036.38
2756,89562.31
2757,74203.47
2758,87606.41
2759,166133.53
2760,131169.1
2761,149851.33
2762,150793.14
2763,184284.39
2764,160545.36
2765,260384.61
2766,143067.62
2767,92701.1
2768,133349.77
2769,122284.4
2770,133911.67
2771,115370.12
2772,118161.36
2773,151318.55
2774,140212.72
2775,123547.5
2776,138990.81
2777,133797.4
2778,117951.19
2779,126102.43
2780,100990.95
2781,99906.08
2782,93688.375
2783,106202.18
2784,122919.5
2785,129139.81
2786,70276.81
2787,113213.61
2788,78461.516
2789,191877.08
2790,85009.484
2791,113790.73
2792,53992.836
2793,180102.64
2794,105383.62
2795,130365.99
2796,102370.28
2797,217556.55
2798,124030.24
2799,127418.01
2800,64152.55
2801,117023.65
2802,135809.36
2803,150475.19
2804,141256.45
2805,93310.82
2806,76542.24
2807,150103.4
2808,152461.86
2809,133266.23
2810,138391.05
2811,165884.05
2812,148796.17
2813,139551.28
2814,153453.95
2815,114723.03
2816,274941.12
2817,148346.52
2818,127043.59
2819,172112.81
2820,128084.9
2821,111222.41
2822,203148.52
2823,252629.77
2824,190430.25
2825,146392.23
2826,127749.05
2827,139299.03
2828,222591.4
2829,192360.11
2830,219389.73
2831,178592.58
2832,234959.2
2833,318331.62
2834,215743.88
2835,223208.78
2836,192409.73
2837,155106.61
2838,142072.42
2839,172889.55
2840,193988.34
2841,210911.44
2842,224349.52
2843,162278.78
2844,156328.23
2845,121686.04
2846,214875.97
2847,199826.84
2848,222456.62
2849,207212.22
2850,266203.25
2851,238047.78
2852,218553.66
2853,243654.5
2854,140635.5
2855,199813.36
2856,205965.58
2857,184435.12
2858,202803.58
2859,126595.82
2860,126306.69
2861,124263.08
2862,192666.0
2863,121917.89
2864,251735.39
2865,141646.45
2866,130413.68
2867,97796.18
2868,94441.72
2869,121769.92
2870,144940.5
2871,86491.53
2872,56290.14
2873,101924.75
2874,143751.89
2875,115507.086
2876,152130.92
2877,144884.58
2878,171720.44
2879,143916.9
2880,96598.97
2881,149744.19
2882,175216.77
2883,169750.72
2884,182767.23
2885,213978.62
2886,217633.58
2887,96284.72
2888,134264.61
2889,54215.5
2890,81241.05
2891,135839.3
2892,53193.17
2893,94644.18
2894,53506.086
2895,343789.72
2896,285296.84
2897,215057.69
2898,159422.92
2899,212250.22
2900,167824.94
2901,206241.39
2902,190634.58
2903,362277.1
2904,349162.7
2905,111652.14
2906,196910.02
2907,118830.086
2908,134391.56
2909,132590.48
2910,79718.64
2911,77572.33
2912,147767.03
2913,81765.02
2914,77204.86
2915,82335.51
2916,77625.3
2917,154503.72
2918,116471.06
2919,221180.14
